SDOH Category,Category,Product,Field Name,Field Description,Field Definition,PeopleCore Pop. Type,Opt-In State Pop. Type,Range,Var. Type,Added,Length
Access to Technology,People,FinanceIQ,REGB_FINTECH_DIGITAL_Z4,Average Likelihood of Being Interested in Using Digital Payment Options -  (7=most likely; 1=least likely) Designed for Financial Services Advertising (FSA),"This element indicates the average likelihood that an individual in the Zip+4 is interested in using digital payment options such as Apple Pay, PayPal or Square. Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,1q19,1
Access to Technology,Behaviors,InterestIQ,LT_HIGH_TECH_LEADER_V2,Likelihood of Being a High Tech Leader (1=least likely; 7=most likely),This element predicts the likelihood of an individual being an innovator/early adopter of new technology on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q20,1
Access to Technology,Behaviors,ChannelIQ,TV_STREAMING_SERVICE,Likelihood of Subscribing to On-Demand Streaming Service (1=least likely; 7=most likely),This element predicts the likelihood of an individual currently subscribing to an on-demand streaming service on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q20,1
Access to Technology,Behaviors,ChannelIQ,TV_STREAMING_SERV_MANY,Likelihood of Subscribing to 3+ On-Demand Streaming Service (1=least likely; 7=most likely),This element predicts the likelihood of an individual currently subscribing to 3+ on-demand streaming service on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q20,1
Access to Technology,Behaviors,InterestIQ,LT_HIGH_TECH_LEADER_V2_Z4,Average Likelihood of Being a High Tech Leader (1=least likely; 7=most likely),This element predicts the average likelihood of an individual in the Zip+4 being an innovator/early adopter of new technology on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q20,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,OS_RISKTAKING_HEALTH,"Tendency to Have Risky Health Behavior (smoking, poor diet, etc.) (7=most likely)","This element indicates an individual's tendency to engage in risky health behavior like alcohol consumption, tobacco consumption, and/or a poor diet. State Sensitive Element",Individual,Household,1 to 7,Num,3q17,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,OS_RISKTAKING_HEALTH_Z4,"Tendency to Have Risky Health Behavior (smoking, poor diet, etc.) (7=most likely)","This element indicates the average tendency for individuals in the Zip+4 to engage in risky health behavior like alcohol consumption, tobacco consumption, and/or a poor diet. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,3q17,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_ALCOHOL_V2,Measure of Alcohol Consumption (7=heavy consumption; 1=no consumption),This element indicates the level of alcohol consumed by an individual on a scale from 1 to 7 (1 = no alcohol consumption; 7 = heavy alcohol consumption defined as 3 or more days per week; 5 or more alcoholic drinks for males or 4 or more alcoholic drinks for females on the same occasion). State Sensitive Element,Individual,Household,1 to 7,Num,3q17,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_ALCOHOL_V2_Z4,Measure of Alcohol Consumption (7=heavy consumption; 1=no consumption),"This element indicates the level of alcohol consumed by an individual in the Zip+4 on a scale from 1 to 7 (1 = no alcohol consumption; 7 = heavy alcohol consumption defined as 3 or more days per week; 5 or more alcoholic drinks for males or 4 or more alcoholic drinks for females on the same occasion). Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,3q17,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_SMOKING_CIGARS_SC,Likelihood of Smoking Cigars (7=most likely; 1=least likely),This element predicts the likelihood that an individual smokes cigars on a scale from 1 to 7.,Individual,Individual,1 to 7,Num,4q19,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_SMOKING_CIGARS_SC_Z4,Average Likelihood of Smoking Cigars (7=most likely; 1=least likely),This element predicts the average likelihood that an individual in the Zip+4 smokes cigars on a scale from 1 to 7. Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,4q19,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_SMOKING_HOOKAH_SC,Likelihood of Smoking Hookah (7=most likely; 1=least likely),This element predicts the likelihood that an individual smokes hookah on a scale from 1 to 7.,Individual,Individual,1 to 7,Num,4q19,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_SMOKING_HOOKAH_SC_Z4,Average Likelihood of Smoking Hookah (7=most likely; 1=least likely),This element predicts the average likelihood that an individual in the Zip+4 smokes hookah on a scale from 1 to 7. Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,4q19,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_SMOKING,Frequency of Smoking (7=daily; 1=never),This element indicates how frequently an individual in the household smokes from never (1) to daily (7).,Household,Household,1 to 7,Num,4q17,1
Substance Abuse (incl. smoking),Behaviors,HealthIQ,HW_SMOKING_Z4,Average Frequency of Smoking for Zip+4 (7=daily; 1=never),This element indicates the average frequency of which individuals in the Zip+4 smoke from never (1) to daily (7). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,4q17,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_PERSONAS,Health & Wellness Lifestyle Personas (4 Personas - 48 Segments),"Health & Wellness Personas predict the adherence or avoidance and the enthusiasm or indifference related to health-related behaviors and philosophies males or females exhibit across their unique lifecycle. An individual is aligned based on their gender, life stage/age, and their level adherence and enthusiasm for health and wellness. State Sensitive Element",Individual,Household,See tab,Char,3q20,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_ER_VISITS_SC,Likelihood of Having Visited Emergency Room in Last 12-months (7=most likely; 1=least likely),This element predicts the likelihood that an individual has visited the emergency room in the last 12-months on a scale from 1 to 7. State Sensitive Element,Individual,Household,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_ER_VISITS_SC_Z4,Average Likelihood of Having Visited Emergency Room in Last 12-months (7=most likely; 1=least likely),"This element predicts the average likelihood that an individual in the Zip+4 has visited the emergency room in the last 12-months on a scale from 1 to 7. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_URGENT_CARE_VISITS_SC,Likelihood of Having Visited Urgent Care in Last 12-months (7=most likely; 1=least likely),This element predicts the likelihood that an individual has visited urgent care in the last 12-months on a scale from 1 to 7. State Sensitive Element,Individual,Household,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_URGENT_CARE_VISITS_SC_Z4,Average Likelihood of Having Visited Urgent Care in Last 12-months (7=most likely; 1=least likely),"This element predicts the average likelihood that an individual in the Zip+4 has visited urgent care in the last 12-months on a scale from 1 to 7. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,SCR_WELLNESS,Overall Wellness Scale is one overall wellness index score - physical and emotional.,"This element provides an overall wellness score for individuals that encompasses body, mind, and soul. A high score indicates high physical and emotional health.",Individual,Individual,0 to 99,Num,4q17,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,SCR_WELLNESS_Z4,Overall Wellness Scale is one average wellness index score for Zip+4 - physical and emotional.,"This element provides the average overall wellness score for individuals in the Zip+4 encompasses body, mind, and soul. A high score indicates high physical and emotional health. Zip+4 Version",Zip+4,Zip+4,0 to 99,Num,4q17,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,OS_EMOTION,Level of Emotional Stability (7=most stable; 1=least stable),This element indicates an individual's level of emotional stability. State Sensitive Element,Individual,Household,1 to 7,Num,3q17,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,OS_EMOTION_Z4,Level of Emotional Stability (7=most stable; 1=least stable),"This element indicates the average emotional stability of individuals in the Zip+4. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,3q17,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INMARKET_LTC_INS,"Likelihood of Purchasing Long Term Care Insurance (7=Most Likely, 1=Least Likely)",This element predicts the likelihood of an individual being in the market for long term care insurance.,Individual,Individual,1 to 7,Num,3q14,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,INMARKET_LTC_INS_Z4,"Average Likelihood of Purchasing Long Term Care Insurance (7=Most Likely, 1=Least Likely)",This element predicts the likelihood of an individual in the Zip+4 being in the market for long term care insurance. Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,3q14,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_ADAD,Likelihood of Purchasing Accidental Death or Dismemberment Insurance (1=least likely; 7=most likely),This element predicts the likelihood that an individual will purchase accidental death or dismemberment insurance on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_ADAD_Z4,Average Likelihood of Purchasing Accidental Death or Dismemberment Insurance (1=least likely; 7=most likely),This element predicts the average likelihood that an individual in the Zip+4 will purchase accidental death or dismemberment insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_DENTAL,Likelihood of Purchasing Dental Insurance (1=least likely; 7=most likely),This element predicts the likelihood that an individual will purchase dental insurance on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_DENTAL_Z4,Average Likelihood of Purchasing Dental Insurance (1=least likely; 7=most likely),This element predicts the average likelihood that an individual in the Zip+4 will purchase dental insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_HOMEOWNERS,Likelihood of Purchasing Homeowners Insurance (1=least likely; 7=most likely),This element predicts the likelihood that an individual will purchase homeowners insurance on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_HOMEOWNERS_Z4,Average Likelihood of Purchasing Homeowners Insurance (1=least likely; 7=most likely),This element predicts the average likelihood that an individual in the Zip+4 will purchase homeowners insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_LIFE,Likelihood of Purchasing a Life Insurance Policy (1=least likely; 7=most likely),This element predicts the likelihood that an individual will purchase a life insurance policy on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_LIFE_Z4,Average Likelihood of Purchasing a Life Insurance Policy (1=least likely; 7=most likely),This element predicts the average likelihood that an individual in the Zip+4 will purchase a life insurance policy on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_RENTERS,Likelihood of Purchasing Renters Insurance (1=least likely; 7=most likely),This element predicts the likelihood that an individual will purchase renters insurance on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_RENTERS_Z4,Average Likelihood of Purchasing Renters Insurance (1=least likely; 7=most likely),This element predicts the average likelihood that an individual in the Zip+4 will purchase renters insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_SUPPLEMENTAL,"Likelihood of Purchasing Supplemental Insurance, such as AFLAC (1=least likely; 7=most likely)",This element predicts the likelihood that an individual will purchase supplemental insurance (such as AFLAC) on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_SUPPLEMENTAL_Z4,"Average Likelihood of Purchasing Supplemental Insurance, such as AFLAC (1=least likely; 7=most likely)",This element predicts the average likelihood that an individual in the Zip+4 will purchase supplemental insurance (such as AFLAC) on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_VISION,Likelihood of Purchasing Vision Insurance (1=least likely; 7=most likely),This element predicts the likelihood that an individual will purchase vision insurance on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,INS_VISION_Z4,Average Likelihood of Purchasing Vision Insurance (1=least likely; 7=most likely),This element predicts the average likelihood that an individual in the Zip+4 will purchase vision insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,2q21,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,REGB_INS_AUTO_IM,Likelihood of Being In Market for Auto Insurance  (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),This element predicts the likelihood that an individual is In Market for Auto Insurance  on a scale from 1 (least likely) to 7 (most likely). Designed for Financial Services Advertising (FSA),Individual,Individual,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,REGB_INS_AUTO_IM_Z4,Average Likelihood of Being In Market for Auto Insurance  (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),"This element predicts the average likelihood that an individual in the Zip+4 is In Market for Auto Insurance  on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,REGB_INS_HEALTH_IM,Likelihood of Being In Market for Health Insurance  (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),This element predicts the likelihood that an individualBeing In Market for Health Insurance  on a scale from 1 (least likely) to 7 (most likely). Designed for Financial Services Advertising (FSA),Individual,Individual,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,REGB_INS_HEALTH_IM_Z4,Average Likelihood of Being In Market for Health Insurance  (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),"This element predicts the average likelihood of  an individual in the Zip+4 being In Market for Health Insurance  on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,REGB_INS_LIFE_IM,Likelihood of Being In Market for Life Insurance  (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),This element predicts the likelihood that an individual is In Market for Life Insurance  on a scale from 1 (least likely) to 7 (most likely). Designed for Financial Services Advertising (FSA),Individual,Individual,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,REGB_INS_LIFE_IM_Z4,Average Likelihood of Being In Market for Life Insurance  (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),"This element predicts the likelihood that an individual in the Zip+4 is In Market for Life Insurance  on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_PRIMARY_CARE_DOCTOR_SC,Likelihood of Having Primary Care Doctor (7=most likely; 1=least likely),This element predicts the likelihood that an individual has a primary care doctor on a scale from 1 to 7. State Sensitive Element,Individual,Household,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_PRIMARY_CARE_DOCTOR_SC_Z4,Average Likelihood of Having Primary Care Doctor (7=most likely; 1=least likely),"This element predicts the average likelihood that an individual in the Zip+4 has a primary care doctor on a scale from 1 to 7. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,REGB_INS_EMPLOYER_AH,Likelihood of Having Employer-Provided Health Insurance (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),This element predicts the likelihood that an individual has Employer-Provided Health Insurance on a scale from 1 (least likely) to 7 (most likely). Designed for Financial Services Advertising (FSA),Individual,Individual,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,REGB_INS_EMPLOYER_AH_Z4,Average Likelihood of Having Employer-Provided Health Insurance (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),"This element predicts the average likelihood that an individual in the Zip+4 has Employer-Provided Health Insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,REGB_INS_MARKET_AH,Likelihood of Having Marketplace Health Insurance (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),This element predicts the likelihood that an individual has Marketplace Health Insurance on a scale from 1 (least likely) to 7 (most likely). Designed for Financial Services Advertising (FSA),Individual,Individual,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,REGB_INS_MARKET_AH_Z4,Average Likelihood of Having Marketplace Health Insurance (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),"This element predicts the average likelihood that an individual has Marketplace Health Insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,REGB_INS_MEDICARE_AH,Likelihood of Having Medicare Health Insurance (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),This element predicts the likelihood that an individual has Medicare Health Insurance on a scale from 1 (least likely) to 7 (most likely). Designed for Financial Services Advertising (FSA),Individual,Individual,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,REGB_INS_MEDICARE_AH_Z4,Average Likelihood of Having Medicare Health Insurance (1=least likely; 7=most likely). Designed for Financial Services Advertising (FSA),"This element predicts the average likelihood that an individual has Medicare Health Insurance on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version, Designed for Financial Services Advertising (FSA)",Zip+4,Zip+4,1 to 7,Num,2q24,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_PRIMARY_CARE_VISITS_SC,Likelihood of Having Visited Primary Care Doctor in Last 12-months (7=most likely; 1=least likely),This element predicts the likelihood that an individual has visited their primary care doctor in the last 12-months on the scale of 1 to 7.,Individual,Individual,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_PRIMARY_CARE_VISITS_SC_Z4,Average Likelihood of Having Visited Primary Care Doctor in Last 12-months (7=most likely; 1=least likely),This element predicts the average likelihood that an individual in the Zip+4 has visited their primary care doctor in the last 12-months on the scale of 1 to 7. Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Predictors,InMarketIQ,SPENDEX_PERS_INS_V2,"Spendex Category - Amount of Discretionary Income Spent on Life, Disability, Other Ins. ($). Designed for Financial Services Advertising (FSA)",This element predicts the amount of discretionary income that will be spent on personal insurance in the next 12-months. Designed for Financial Services Advertising (FSA),Individual,Individual,$10 to $999000,Num,4q16,8
Access to Care/Health Behaviors,Predictors,InMarketIQ,SPENDEX_PERS_INS_V2_Z4,"Spendex Category - Amount of Discretionary Income Spent on Life, Disability, Other Ins. ($)",This element predicts the average amount of discretionary income that will be spent on personal insurance in the next 12-months by households in the Zip+4. Zip+4 Version,Zip+4,Zip+4,$10 to $999000,Num,4q16,8
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_MED_SPEC_VISITS_SC,Likelihood of Having Visited a Medical Specialist in Last 12-months (7=most likely; 1=least likely),This element predicts the likelihood that an individual has visited a medical specialist in the last 12-months on a scale from 1 to7. State Sensitive Element,Individual,Household,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_MED_SPEC_VISITS_SC_Z4,Average Likelihood of Having Visited a Medical Specialist in Last 12-months (7=most likely; 1=least likely),"This element predicts the average likelihood that an individual in the Zip+4 has visited a medical specialist in the last 12-months on a scale from 1 to 7. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,4q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_MED_UTILIZATION,Likely to Exhibit High Medical Utilization (Y/N),"This element indicates if an individual is likely to exhibit high medical utilization by visiting 3 or more of the following in the last 12-months: emergency room, medical specialist, primary care doctor, urgent care. State Sensitive Element",Individual,Household,Y/N,Char,3q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_MED_UTILIZATION_Z4,Likely to Exhibit High Medical Utilization Penetration Rate,"This element provides the penetration rate of individuals in the Zip+4 who are likely to exhibit high medical utilization by visiting 3 or more of the following in the last 12-months: emergency room, medical specialist, primary care doctor, urgent care. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,0 to 100,Num,3q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_SLEEP_V3,Measure of Sleep Quality (7=high quality; 1=poor quality),"This element indicates an individual's quality of sleep on a scale from 1 to 7 (1 = poor quality, more than 10 hours or less than 4 hours sleep per night; wake up in the morning not feeling refreshed; 7 = high quality, average 7-8 hours’ sleep per night; wake up refreshed; fall asleep easily without sleep aids).",Individual,Individual,1 to 7,Num,3q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_SLEEP_V3_Z4,Average Measure of Sleep Quality (7=high quality; 1=poor quality),"This element indicates the average quality of sleep for individuals in the Zip+4 on a scale from 1 to 7 (1 = poor quality, more than 10 hours or less than 4 hours sleep per night; wake up in the morning not feeling refreshed; 7 = high quality, average 7-8 hours’ sleep per night; wake up refreshed; fall asleep easily without sleep aids). Zip+4 Version",Zip+4,Zip+4,1 to 7,Num,3q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_STRESS_V2,Measure of Stress Levels (7-high stress; 1=low stress),This element indicates an individual's level of stress on a scale from 1 to 7 (1 = low stress level; 7 = extremely high stress level). State Sensitive Element,Individual,Household,1 to 7,Num,3q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_STRESS_V2_Z4,Average Measure of Stress Levels (7-high stress; 1=low stress),"This element indicates the average level of stress for individuals in the Zip+4 on a scale from 1 to 7 (1 = low stress level; 7 = extremely high stress level). Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,1 to 7,Num,3q19,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,LT_EXERCISE,Frequency of Exercise (1=never; 7=daily),"This element indicates how frequently an individual exercises on a scale from 1 to 7. (1 = never, 7 = daily)",Individual,Individual,1 to 7,Num,1q17,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,LT_EXERCISE_Z4,Average Frequency of Exercise (1=never; 7=daily),"This element indicates the average frequency of exercise for individuals in the Zip+4 on a scale from 1 to 7. (1 = never, 7 = daily) Zip+4 Level",Zip+4,Zip+4,1 to 7,Num,1q17,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_TELEMEDICINE_SC,Likelihood of Utilizing Telemedicine Services (1=least likely; 7=most likely),This element predicts the likelihood of an individual using telemedicine services on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,3q20,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,HW_TELEMEDICINE_SC_Z4,Average Likelihood of Utilizing Telemedicine Services (1=least likely; 7=most likely),This element predicts the average likelihood of an individual in the Zip+4 using telemedicine services on a scale from 1 (least likely) to 7 (most likely). Zip+4 Version,Zip+4,Zip+4,1 to 7,Num,3q20,1
Access to Care/Health Behaviors,Behaviors,HealthIQ,COVID19_VACCINE_IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Access to Care/Health Behaviors,Behaviors,HealthIQ,CLINICAL_STUDIES,Likelihood of Participating in Clinical Studies/Trials (1=least likely; 7=most likely),This element predicts the likelihood that an individual would participate in clinical studies or trials on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,1q22,1
"Geography (e.g., urban vs rural)",People,HousingIQ,SCF,Sectional Center Facility (3-Digit Zip Code),This element provides the household's Sectional Cent Facility (3-digit Zip Code),Household,Household,0,Char,2q09,3
"Geography (e.g., urban vs rural)",People,DemoIQ,CARRIER_ROUTE,Mail Carrier Route,This element indicates a household's mail carrier route.,Household,Household,0,Char,2q09,4
"Geography (e.g., urban vs rural)",People,HousingIQ,ZIP_CARRIER_ROUTE,Zip+5 Carrier Route,This element provides the Zip+5 carrier route.,Zip Code,Zip Code,0,Char,2q09,1
"Geography (e.g., urban vs rural)",People,DemoIQ,CARRIER_ROUTE_TYPE,Mail Carrier Route Type,This element indicates a household's mail carrier route type.,Household,Household,0,Char,2q09,1
"Geography (e.g., urban vs rural)",People,HousingIQ,CARRIER_ROUTE_TYPE_Z4,Mail Carrier Route,This element indicates the mail carrier route at the Zip+4 level. Zip+4 Version,Zip+4,Zip+4,0,Char,3q10,1
"Geography (e.g., urban vs rural)",People,DemoIQ,CEN_BLOCK,Census Block Code,This element provides the household's census block code.,Household,Household,0,Char,1q07,1
"Geography (e.g., urban vs rural)",People,DemoIQ,CEN_TRACT,Census Tract Code,This element provides the household's census tract code.,Household,Household,0,Char,1q07,6
"Geography (e.g., urban vs rural)",People,DemoIQ,COUNTY,County Name,This element provides the household's county name.,Household,Household,0,Char,1q07,10
"Geography (e.g., urban vs rural)",People,DemoIQ,MSA_CD,Metropolitan Statistical Area Code,This element indicates a household's Metropolitan Statistical Area code.,Household,Household,0,Char,1q07,4
Core Demographics,People,DemoIQ,AIQ_AGE,Age of Individual,This element provides the age of an individual.,Individual,Individual,18 to 120,Num,4q16,8
Core Demographics,People,DemoIQ,AGE_Z4,Person Age (Head of Household),This element indicates the average age of individuals in the Zip+4.,Zip+4,Zip+4,0 to 120,Num,3q10,8
Core Demographics,People,DemoIQ,AIQ_GENDER,Gender of Individual,This element indicates an individual's gender.,Individual,Individual,See tab,Char,2q09,15
Core Demographics,People,DemoIQ,GENDER_CODE_Z4,Dominant Gender,This element indicates the dominant gender of the Zip+4.,Zip+4,Zip+4,See tab,Char,3q10,15
Core Demographics,People,DemoIQ,ETHNICIQ_V2,Ethnicity Identification System (Known and Inferred),"This element identifies an individual's ethnicity, known and inferred. Zip+4 Version, State Sensitive Element",Individual,Household,See tab,Char,1q15,25
Core Demographics,People,DemoIQ,ETHNICIQ_V2_Z4,Dominant Ethnic Group - Known,"This element identifies the dominant ethnic group in the Zip+4. Zip+4 Version, State Sensitive Element",Zip+4,Zip+4,See tab,Char,1q15,2
Core Demographics,People,DemoIQ,ETHNIC_CODE,Known Ethnic Sub-Group,This element identifies an individual's known ethnic sub-group. State Sensitive Element,Individual,Household,See tab,Char,0,2
Core Demographics,People,DemoIQ,ETHNIC_GROUP,Known Ethnic Group,This element identifies an individual's known ethnic group. State Sensitive Element,Individual,Household,See tab,Char,0,1
Core Demographics,People,DemoIQ,HISPANIC_COUNTRY_CODE,Hispanic Country Origin Code,This element indicates the Hispanic Country Origin Code of an individual if applicable. State Sensitive Element,Individual,Household,See tab,Char,0,2
Core Demographics,People,DemoIQ,CHILDREN_AGED_0_2,Presence of Children Aged 0-2 (Y/N),This element indicates the presence of children ages 0-2 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_AGED_3_5,Presence of Children Aged 3-5 (Y/N),This element indicates the presence of children ages 3-5 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_AGED_6_10,Presence of Children Aged 6-10 (Y/N),This element indicates the presence of children ages 6-10 in the household.,Household,Household,Y/N,Char,1q22,1
